Display Name,BayerFlamsteed,Gliese,Proper Name,Spectral Class
BD+14°2382,,,,
BD+16°2265,,,,
Hip 65470,,,,
Hip 65613,,,,F0
BD+23°2642,,,,
BD-18°4223,,,,
Hip 78752,,,,K2
BD+05°3180,,,,
BD+44°2619,,,,
BD+32°2993,,,,
Hip 90806,,,,B9/B9.5V
Hip 93579,,,,
BD+63°1588,,,,
Hip 116890,,,,
Hip 290,,,,
BD+18°637,,,,
Hip 24221,,,,F5V
Hip 42245,,,,F0V
BD-20°3233,,,,
Hip 53805,,,,
Hip 60635,,,,
9 Canum Venaticorum,9 Canum Venaticorum,,,A7Vn
Hip 62787,,,,
Hip 67941,,,,
Hip 69403,,,,F0
BD+41°2495,,,,F5
Hip 82708,,,,G0IV
BD-19°4524,,,,
Hip 88782,,,,
BD+84°417,,,,
29 Vulpeculae,29 Vulpeculae,,,A0V
Hip 5700,,,,
Hip 11348,,,,Ap SrCrEu
49 Arietis,49 Arietis,,,A3m
BD-01°1019,,,,
Hip 29888,,,,F5V
Hip 44331,,,,A9Vn
77 Sigma Leonis,77 Sigma Leonis,,,B9.5Vs
Hip 55735,,,,F0V
Hip 58387,,,,
BD+75°474,,,,
Hip 66065,,,,A0/A1V
BD-00°3060,,,,
BD+48°2462,,,,
BD+20°3565,,,,
BD+06°3797,,,,
BD+35°4179,,,,
Hip 117630,,,,
Hip 10168,,,,
Hip 14619,,,,A9III
Gamma Hydri,Gamma Hydri,,,M2III
BD+63°500,,,,
60 Aurigae,60 Aurigae,,,F5V:
Hip 34334,,,,
BD+78°253,,,,
BD+42°1742,,,,
Hip 49396,,,,F5
Hip 54044,,,,
BD+31°2343,,,,
Hip 62659,,,,
Hip 62800,,,,
Hip 66216,,,,F2
Hip 67652,,,,F7/F8V
Hip 69301,,,,
Hip 71602,,,,F2
BD-00°2973,,,,
BD+29°2682,,,,
BD-15°4165,,,,F7V
Hip 77463,,,,F5V
Hip 79122,,,,A5
Hip 83017,,,,
BD-06°4589,,,,G0
Hip 98351,,,,K1III
BD+38°3878,,,,
Hip 102259,,,,
Hip 103836,,,,K2III
Hip 105393,,,,
Hip 107403,,,,
Hip 128,,,,Am...
BD-20°223,,,,
BD+03°310,,,,
Hip 19198,,,,
Hip 19408,,,,F0
BD-12°1108,,,,
Hip 29697,,,,
Hip 31280,,,,
Hip 36180,,,,
Hip 40791,,,,A5
Hip 54131,,,,
Hip 57177,,,,
BD+06°2518,,,,
Hip 58582,,,,
Hip 59164,,,,F2
BD-13°3520,,,,
Hip 61702,,,,
BD+02°2691,,,,
BD+17°2698,,,,
BD+27°2494,,,,
Hip 78889,,,,
Hip 83983,,,,
Hip 84609,,,,
Hip 96264,,,,F5V
BD+06°4479,,,,
Hip 105274,,,,
Hip 105879,,,,F7V
Hip 110171,,,,A9IIIp
Hip 111709,,,,
Hip 115314,,,,
BD+20°328,,,,
Hip 13129,,,,
BD+12°638,,,,
32 Nu Aurigae,32 Nu Aurigae,,,K0III
BD+61°911,,,,
BD-04°1930,,,,
BD+52°1397,,,,
Hip 70327,,,,A0V
BD+18°3060,,,,
BD-11°4986,,,,
Hip 101472,,,,
BD-01°4073,,,,
Hip 103892,,,,F5V
Hip 105195,,,,
44 Eta Pegasi,44 Eta Pegasi,,,G2II-III..
BD-14°6504,,,,
Hip 6703,,,,
Hip 16128,,,,G0IV
Hip 24728,,,,
Hip 32011,,,,
Hip 38673,,,,
BD+76°308,,,,
BD+43°2002,,,,
Hip 52905,,,,
Hip 54743,,,,
Hip 59843,,,,F2
Hip 62645,,,,
Hip 71777,,,,F5
BD+20°3100,,,,
BD+22°2898,,,,
Hip 78045,,,,A3V
Hip 79884,,,,
Hip 83650,,,,A4III
Hip 84533,,,,F0V
BD+28°2730,,,,
Hip 101636,,,,
Hip 117975,,,,
BD-17°187,,,,
BD-04°166,,,,
BD-22°568,,,,
Hip 15565,,,,F5
Hip 25318,,,,
Hip 26395,,,,A2V
BD+37°1340,,,,
Hip 34926,,,,F2
Hip 37664,,,,K1III
Hip 43371,,,,
Hip 56109,,,,F1
Hip 57552,,,,
BD+04°2693,,,,
Hip 69446,,,,
BD+09°2879,,,,
BD-13°4260,,,,
Hip 77839,,,,
BD+21°2852,,,,
BD+18°3095,,,,
Hip 90963,,,,
Hip 96486,,,,
Hip 97700,,,,F2V
32 Iota Capricorni,32 Iota Capricorni,,,G8III
BD+28°4248,,,,
Hip 108660,,,,F0
Hip 8055,,,,
BD+63°499,,,,
BD-20°924,,,,
Hip 29580,,,,F2
Hip 44990,,,,K1IV
Hip 53840,,,,F7V
Hip 59292,,,,F2
18 Comae Berenices,18 Comae Berenices,,,F5III
BD+01°2891,,,,
BD-00°2933,,,,
Hip 78393,,,,
Hip 84583,,,,
Hip 90174,,,,F6III-IV
BD+11°3564,,,,
Hip 99141,,,,
Nu Microscopii,Nu Microscopii,,,K0III
Hip 115288,,,,A9III
Hip 914,,,,
Hip 1487,,,,F6V
Hip 12132,,,,F2
BD+43°686,,,,
Hip 32860,,,,
BD+57°1012,,,,
BD+02°1897,,,,
BD+76°326,,,,
BD-03°2771,,,,
Hip 51200,,,,A2V
Hip 61951,,,,F2V
Hip 62421,,,,F7V
Hip 66721,,,,
BD+46°1923,,,,
11 Librae,11 Librae,,,G8...
Hip 73095,,,,A2III
Epsilon Trianguli Australis,Epsilon Trianguli Australis,,,K0III
Hip 80424,,,,
Hip 95847,,,,F5/F6V
Mu 1 Pavonis,Mu 1 Pavonis,,,K0IV
Hip 101910,,,,
Hip 102023,,,,
BD+68°1155,,,,
Hip 104138,,,,
Hip 865,,,,F3/F5IV+...
BD-07°32,,,,
Hip 11309,,,,F5
Hip 11543,,,,F2
BD-18°840,,,,F7V
BD-19°954,,,,
Hip 23841,,,,F5V
BD-16°1343,,,,F8/G0V
Hip 34877,,,,
Hip 34897,,,,A5
Hip 44357,,,,
Hip 50106,,,,
BD+19°2503,,,,
Hip 60959,,,,
BD+61°1310,,,,
Hip 63792,,,,
BD+23°2578,,,,
Hip 66292,,,,F0V
Hip 71932,,,,
BD+40°2896,,,,
Hip 85511,,,,
Hip 86178,,,,A5V
Hip 87887,,,,
Hip 88955,,,,
BD+69°977,,,,
Hip 94938,,,,
BD-01°3744,,,,
31 Vulpeculae,31 Vulpeculae,NN 4168,,G8III
Hip 104308,,,,A5/A6IV/V
Hip 108632,,,,F5III
BD-09°6001,,,,
BD+75°882,,,,
Eta 2 Hydri,Eta 2 Hydri,,,G5III
BD-03°588,,,,
BD-14°1094,,,,
Hip 29711,,,,A5IVs
BD+66°463,,,,
Hip 35592,,,,
BD+02°1688,,,,G0
Hip 37109,,,,
Hip 50204,,,,
BD+25°2247,,,,
Hip 60519,,,,
BD+14°2676,,,,
Hip 73833,,,,
Hip 77110,,,,F0
BD-00°3068,,,,
BD+44°2646,,,,
Hip 84785,,,,F0
30 Draconis,30 Draconis,,,A2V
Hip 88690,,,,
Hip 96186,,,,
Hip 97495,,,,
BD+06°4323,,,,
BD+72°976,,,,
Kappa 1 Indi,Kappa 1 Indi,,,F3V
Hip 110442,,,,
Hip 112697,,,,G0
Hip 115888,,,,
Hip 3521,,,,A7V
Pi Sulptoris,Pi Sulptoris,,,K1II/III
Hip 9672,,,,
BD+24°322,,,,
Hip 10356,,,,F0
BD-14°593,,,,
BD-08°751,,,,
BD+22°611,,,,
Hip 29723,,,,G5
Hip 37810,,,,
Hip 39198,,,,G5
BD+86°118,,,,
BD+73°434,,,,
Hip 45574,,,,F5...
BD+19°2201,,,,
Hip 50536,,,,A8III
Hip 51974,,,,F0V
BD-19°3282,,,,
BD-11°3132,,,,F5
BD+69°620,,,,
84 Virginis,84 Virginis,,,K1III
BD+11°2675,,,,
BD-02°4015,,,,
Rho Octantis,Rho Octantis,,,A2V
27 Draconis,27 Draconis,,,K0III
Hip 92103,,,,F5V
BD+27°43,,,,
Hip 3965,,,,F2IV
BD+19°276,,,,
BD+59°401,,,,
BD+18°289,,,,
Hip 10961,,,,F5
BD-10°495,,,,
Hip 18888,,,,
Hip 20811,,,,F8/G0V
Hip 38369,,,,
Hip 51611,,,,
BD+54°1450,,,,
Hip 59604,,,,
BD+42°2466,,,,
Hip 71774,,,,G0V
Hip 75586,,,,
Hip 81749,,,,
Hip 97477,,,,F4V
Hip 103208,,,,
BD+38°4540,,,,
Hip 108949,,,,F6V
BD+02°4498,,,,
BD+05°5068,,,,
Hip 117415,,,,F2IV-V
BD+18°115,,,,
BD+24°325,,,,F7V
Hip 10483,,,,
Hip 15204,,,,A1m
BD+00°570,,,,
Hip 16835,,,,A5
Hip 23644,,,,
Hip 26310,,,,F5
BD-03°1230,,,,
BD+32°1243,,,,
27 Lyncis,27 Lyncis,,,A2V
BD+12°1963,,,,
BD+18°2278,,,,
BD-20°3049,,,,
Hip 48895,,,,F3V
BD-16°3028,,,,
Hip 52858,,,,F5IV/V
Hip 53618,,,,
BD+20°2542,,,,
BD+12°2429,,,,
Hip 60987,,,,F2
BD+78°439,,,,
Hip 62983,,,,A2V
Xi 1 Centauri,Xi 1 Centauri,,,A0V
BD-13°3685,,,,
BD-08°3540,,,,
Hip 66990,,,,
Hip 67645,,,,F6V
Hip 71703,,,,
BD-20°4306,,,,
Eta Normae,Eta Normae,,,G8III
BD-00°3197,,,,
Hip 83970,,,,
41 Ophiuchi,41 Ophiuchi,,,K2III
BD-09°4866,,,,
Hip 93465,,,,
Hip 93618,,,,
BD-19°5954,,,,G0V
Hip 104298,,,,F5V
Hip 106700,,,,
BD+27°4413,,,,
Hip 118077,,,,G8Ib
Hip 8018,,,,K0/K1III+..
BD+64°314,,,,
BD+11°366,,,,
Hip 12425,,,,
BD+30°576,,,,
Hip 17830,,,,F5
BD+39°937,,,,
Hip 30478,,,,
BD+41°1549,,,,
BD-09°2878,,,,
BD+08°2544,,,,
BD+23°2477,,,,
BD-19°3739,,,,
Hip 67400,,,,
93 Tau Virginis,93 Tau Virginis,,,A3V
BD+26°2646,,,,F8V
BD-22°4341,,,,
5 Vulpeculae,5 Vulpeculae,,,A0V
Hip 99985,,,,F2
Hip 101558,,,,A5m...
Hip 105198,,,,
Hip 106714,,,,F3V
Hip 107370,,,,
BD+34°24,,,,
Hip 27844,,,,F5
Hip 33685,,,,F2/F3V
Hip 47418,,,,
BD+50°1765,,,,
Hip 78553,,,,A6III
Hip 83646,,,,
BD-08°4473,,,,
Hip 88736,,,,
Hip 93281,,,,
Hip 96979,,,,F5
BD+20°4865,,,,
Hip 107031,,,,
Hip 107108,,,,
Hip 116286,,,,F5
BD-14°6603,,,,G0V
Hip 340,,,,
BD+64°116,,,,
Hip 11263,,,,
Hip 16160,,,,
Hip 17803,,,,
BD-20°758,,,,
Hip 23020,,,,F0
BD+75°255,,,,
Hip 41254,,,,G3IV/V
Hip 46524,,,,F2
BD+29°2126,,,,
16 Kappa Crateris,16 Kappa Crateris,,,F4III-IV
Hip 59865,,,,G0V
Hip 61498,,,,A0V
Hip 65146,,,,
Hip 70648,,,,
42 Beta Boötis,42 Beta Boötis,,,G8III
20 Draconis,20 Draconis,,,F1V
Hip 88274,,,,F4V
Hip 93611,,,,
Hip 105849,,,,
Hip 109956,,,,
Hip 2358,,,,F5
Hip 3292,,,,
BD+03°179,,,,
Hip 12018,,,,G2V
Hip 16870,,,,K0III
BD+45°999,,,,
10 Eta Aurigae,10 Eta Aurigae,,,B3V
BD+02°1102,,,,
BD+48°1387,,,,F5
Hip 32735,,,,
BD+32°1704,,,,F5
Hip 40947,,,,A4V
BD+25°2178,,,,F8V
Hip 50014,,,,
Hip 52737,,,,A3V
Hip 61924,,,,
BD-16°3596,,,,
BD+06°2844,,,,
Hip 69495,,,,
Hip 71809,,,,
Hip 73480,,,,F5
25 Iota 2 Librae,25 Iota 2 Librae,,,A2V
Hip 89380,,,,
BD-05°5096,,,,G0
Hip 106442,,,,
Hip 108170,,,,
BD+37°4769,,,,
BD-19°124,,,,
BD+43°159,,,,
Hip 6961,,,,
Hip 8661,,,,F2
Hip 9308,,,,F3V
Hip 9495,,,,
Hip 39948,,,,F2
Hip 43920,,,,F3/F5V
BD+04°2205,,,,
Hip 47479,,,,A3IV
BD-14°3232,,,,
BD+40°2524,,,,
Hip 61328,,,,F5IV-V
Hip 74593,,,,F5V
BD+26°2671,,,,
Hip 77149,,,,F3/F5IV/V
Hip 77184,,,,
BD+24°3469,,,,
BD+08°4107,,,,
Hip 103031,,,,
BD-16°5850,,,,G2V
Sigma 2 Gruis,Sigma 2 Gruis,,,A1V
Hip 1937,,,,
89 Piscium,89 Piscium,,,A3V
44 Ceti,44 Ceti,,,F0V
Hip 9741,,,,
Hip 11506,,,,
Hip 25280,,,,A0V
BD+72°421,,,,
Hip 44435,,,,G0
BD-10°2861,,,,
BD+22°2251,,,,
Hip 58623,,,,
Hip 65603,,,,F0
BD-14°3827,,,,
BD+09°3025,,,,F5
Hip 75870,,,,F0
BD+23°2852,,,,F8V
Hip 88356,,,,F2
Hip 90887,,,,A3V
Hip 99894,,,,G5
Hip 105703,,,,A8III
33 Pi Cephei,33 Pi Cephei,,,G2III
Hip 117528,,,,F2
BD+03°249,,,,
Menkar,92 Alpha Ceti,,Menkar,M2III
BD+16°664,,,,F8
Hip 47282,,,,
Hip 51517,,,,F2
BD-10°3257,,,,
Hip 55980,,,,
BD-16°3459,,,,
BD+17°2590,,,,
Hip 64214,,,,
BD-02°3778,,,,
BD-22°3793,,,,
BD+23°2792,,,,
Hip 90665,,,,F0
Hip 90743,,,,F6V
Hip 102548,,,,
Hip 105177,,,,
Hip 110248,,,,
Hip 111486,,,,
Hip 113842,,,,
Hip 17751,,,,
Hip 24059,,,,F4III
Hip 25148,,,,
BD+33°1199,,,,F8
BD+50°1574,,,,
BD+41°1996,,,,
BD-08°2955,,,,
BD+31°2263,,,,
BD-15°3382,,,,
Hip 70868,,,,
Hip 72203,,,,
Hip 82732,,,,
Hip 84822,,,,
BD+15°3439,,,,
Hip 94540,,,,F5
Hip 111548,,,,F0Vn
Hip 112243,,,,
Hip 115929,,,,
Theta Octantis,Theta Octantis,,,K2III
BD+03°76,,,,
BD-06°434,,,,
Hip 11005,,,,
Hip 23347,,,,F5V
Hip 44093,,,,Am
BD+18°2313,,,,
BD+61°1215,,,,
BD+18°2495,,,,
Hip 59029,,,,
Hip 71141,,,,F2
BD+43°2448,,,,
Hip 75448,,,,F2
BD-08°4104,,,,
BD+10°2995,,,,
47 Chi 1 Sagittarii,47 Chi 1 Sagittarii,,,A4IV/V
Hip 107612,,,,
Hip 108871,,,,F2V
Hip 109737,,,,F7II
BD+17°123,,,,
Hip 5754,,,,F2
BD+71°127,,,,
Hip 16713,,,,F2IV-V...
34 Gamma Eridani,34 Gamma Eridani,,,M1IIIb Ca-1
BD-15°819,,,,
Hip 26553,,,,
Hip 32709,,,,
Hip 46888,,,,G5V
BD+57°1400,,,,
Hip 64348,,,,K1/K2III
BD-14°3690,,,,
Hip 66798,,,,A2V
BD+24°2740,,,,
Hip 72013,,,,
Hip 75719,,,,
Hip 78002,,,,F7V
BD-07°4396,,,,
Hip 85747,,,,
Hip 86399,,,,F2
BD+57°1900,,,,
Hip 92585,,,,
Hip 95684,,,,F8V
BD+08°4538,,,,
Hip 104152,,,,
Hip 112554,,,,F6V
Hip 118127,,,,F6V
Hip 1058,,,,
BD+25°93,,,,
48 Ceti,48 Ceti,,,A0V
BD+19°284,,,,
Hip 13511,,,,F3/F5V
BD-10°683,,,,
BD+23°772,,,,
BD+74°334,,,,
Hip 42937,,,,F0V
Hip 49681,,,,
Hip 56083,,,,A4m
BD-05°3824,,,,F8
Hip 71931,,,,F2III
Hip 83985,,,,
BD+37°2863,,,,
Hip 87655,,,,F5Vn
Hip 97705,,,,
Hip 104292,,,,
BD+32°4368,,,,G0
BD+24°4592,,,,
BD+05°471,,,,
Hip 16599,,,,A3V
Hip 19030,,,,F2IV
Hip 19046,,,,
Hip 19835,,,,K1IV
BD+25°878,,,,
Hip 62724,,,,F6III
Hip 64436,,,,
BD+22°2584,,,,
Hip 72888,,,,G8III
Hip 75134,,,,F6V
Hip 82460,,,,F6IV
Hip 83177,,,,
BD+42°3305,,,,
BD+73°878,,,,
Hip 98514,,,,
Hip 99296,,,,
Hip 110355,,,,F7/F8V
Rho Gruis,Rho Gruis,,,K0III
Hip 117107,,,,F3/F5V
BD-14°152,,,,
Hip 5764,,,,F0IV/V
Hip 7885,,,,
BD-03°324,,,,F8
Hip 10096,,,,F3V
95 Ceti,95 Ceti,,,K1IV
Hip 15734,,,,
2 Xi Tau,2 Xi Tau,,,B9Vn
Hip 17049,,,,G5
BD+62°882,,,,
BD+23°1760,,,,G5
Hip 37183,,,,
BD-07°2597,,,,
Hip 42977,,,,
BD+24°2026,,,,
40 Alpha Lyncis,40 Alpha Lyncis,,,M0IIIvar
BD+11°2453,,,,
Hip 62561,,,,A0V
Hip 77235,,,,F0V
Hip 80677,,,,F5V
BD-09°5988,,,,
Hip 114328,,,,
90 Phi Aquarii,90 Phi Aquarii,,,M2III
BD+34°5024,,,,
Hip 55,,,,G2IV/V
74 Psi 1 Piscium,74 Psi 1 Piscium,,,A0Vn
BD+14°471,,,,
BD+14°585,,,,
Hip 21125,,,,
Kappa Doradus,Kappa Doradus,,,A8/A9III/IV
Hip 22850,,,,F3IV
Hip 33760,,,,F3/F5V
Hip 37278,,,,F0
BD+28°1500,,,,F5
Hip 38842,,,,
Hip 53534,,,,
BD-11°3081,,,,
BD+26°2241,,,,
BD+53°1596,,,,
Hip 69872,,,,
Hip 70931,,,,A1V
BD+28°2366,,,,
BD+48°2320,,,,
Hip 82289,,,,G5
15 Vulpeculae,15 Vulpeculae,,,A4III
Hip 102988,,,,
22 Gamma Piscis Austrini,22 Gamma Piscis Austrini,Wo 9800,,A0III
Hip 113670,,,,
Hip 3750,,,,K0IV
Hip 8578,,,,
BD+49°770,,,,
BD+23°369,,,,F5
Hip 15866,,,,K1IV/V
BD+01°1719,,,,
BD+01°1900,,,,
Hip 38120,,,,
Hip 43676,,,,F0
Hip 45856,,,,G6III
Hip 46328,,,,A3Vn
Hip 47159,,,,F3IV/V
31 Ursae Majoris,31 Ursae Majoris,,,A3III
BD+49°2042,,,,
Hip 60288,,,,
BD-13°3656,,,,
Hip 66223,,,,F0IV
Hip 74289,,,,
Hip 84129,,,,F5
Hip 89950,,,,
Hip 104396,,,,F2
Hip 105697,,,,
Hip 110292,,,,
BD+15°4729,,,,
Hip 117035,,,,
Hip 117297,,,,
BD+05°85,,,,
BD+15°101,,,,
BD+12°81,,,,
BD+35°316,,,,
Hip 10054,,,,A1V
Hip 11965,,,,
Hip 18857,,,,
Hip 21749,,,,F2
BD-12°973,,,,
Hip 25061,,,,
Hip 28720,,,,
BD+17°2019,,,,
Hip 49662,,,,G2IV
Hip 49844,,,,K3III
BD+44°2223,,,,
Hip 69879,,,,K1III
BD-04°3690,,,,
Hip 74330,,,,
Hip 74670,,,,F2IV
BD+49°2413,,,,
BD-22°4174,,,,
Hip 82272,,,,F5V
BD+33°2834,,,,
BD+46°2690,,,,
Hip 102233,,,,F0
Hip 104202,,,,K0
Hip 104229,,,,F3V
Hip 104941,,,,G0
BD+16°4502,,,,
BD+20°4937,,,,
BD+08°4695,,,,
BD-19°6157,,,,
BD-20°6633,,,,
Hip 1914,,,,
Hip 6972,,,,
Hip 11280,,,,
Hip 13908,,,,
BD-07°557,,,,
BD+37°957,,,,
Hip 26014,,,,
BD+32°1889,,,,
BD+16°2138,,,,
BD+65°797,,,,
Hip 54863,,,,K3III
BD+01°2689,,,,
27 Virginis,27 Virginis,,,A7Vn
BD+16°2459,,,,
Hip 63890,,,,
BD+39°2607,,,,
98 Kappa Virginis,98 Kappa Virginis,,,K3III
Hip 69995,,,,A1V
Hip 78222,,,,F2
Hip 82853,,,,
Hip 83001,,,,
Hip 83934,,,,
Hip 84069,,,,G5V
Hip 84416,,,,
Hip 90345,,,,F3V
Hip 93567,,,,
Hip 94051,,,,
BD+18°4417,,,,
BD-12°5835,,,,
Gamma Microscopii,Gamma Microscopii,,,G8III
Hip 108070,,,,
BD-01°4233,,,,
BD+06°5000,,,,
Hip 113952,,,,F4II
Hip 114139,,,,F5IV/V
Kappa 1 Sulptoris,Kappa 1 Sulptoris,,,F3V
BD+36°25,,,,
Hip 5381,,,,
Hip 30244,,,,
Hip 35332,,,,
Hip 41353,,,,
Hip 47391,,,,B9V
38 Ursae Majoris,38 Ursae Majoris,,,K2IIIvar
BD+00°2769,,,,
BD+32°2225,,,,
Hip 64799,,,,F5
Hip 71734,,,,
Hip 82976,,,,
BD+05°3419,,,,
BD+16°3271,,,,
Hip 89936,,,,A3m...
BD-05°4745,,,,
Hip 105929,,,,
71 Cygni,71 Cygni,,,K0III
BD-16°5885,,,,F6V
Hip 112714,,,,F0IV-V
Hip 116251,,,,K1V
Hip 116600,,,,F5
27 Piscium,27 Piscium,,,G9III
Hip 1572,,,,
Hip 9209,,,,F3V
Hip 19082,,,,
BD+06°1224,,,,
Hip 40043,,,,
Hip 50941,,,,G3/G5V
Hip 55418,,,,F0
BD-03°3258,,,,
Hip 84217,,,,F6III
BD-22°5306,,,,
BD+29°3885,,,,
Hip 101153,,,,
BD+68°1295,,,,
BD+44°4549,,,,F8V
BD+54°129,,,,
Hip 10047,,,,F0
Hip 10834,,,,
Hip 32674,,,,
Hip 32842,,,,
BD+23°2447,,,,
25 Virginis,25 Virginis,,,A3V
BD-18°3465,,,,G3V
BD+21°2564,,,,
Nunki,34 Sigma Sagittarii,,Nunki,B2.5V
Hip 94521,,,,K0
Hip 96680,,,,F3V
Hip 101752,,,,
BD-10°5963,,,,G0
Hip 15631,,,,
BD+68°249,,,,F5
Hip 17690,,,,
BD-16°817,,,,G5IV/V
Hip 21724,,,,
Hip 24267,,,,
BD+78°193,,,,
Hip 35751,,,,G5
NN 3544,,NN 3544,,F5
Phi 3 Hydrae,Phi 3 Hydrae,,,G8III
BD-14°3415,,,,
BD-19°3638,,,,
Iota 1 Muscae,Iota 1 Muscae,,,K0III
Hip 67661,,,,
BD+00°3196,,,,
BD+20°3088,,,,
BD-12°4597,,,,
58 Pi Draconis,58 Pi Draconis,,,A2IIIs
BD+55°2673,,,,
BD+33°4777,,,,
Hip 4893,,,,F3V
BD-13°244,,,,
Hip 6701,,,,
Hip 9771,,,,
Hip 11917,,,,F3/F5V
BD-16°574,,,,
Hip 15118,,,,K2III
Hip 19091,,,,F6V
BD+66°314,,,,
16 Lyncis,16 Lyncis,,,A2Vn
Hip 36917,,,,B8V
Hip 39726,,,,
BD+19°1934,,,,
BD-13°2600,,,,
Hip 44755,,,,F2
Hip 45439,,,,K1III
BD+53°1358,,,,
34 Leonis,34 Leonis,,,F7V
BD+51°1663,,,,
BD+50°2094,,,,
Hip 78130,,,,F3V
BD+13°3704,,,,
Hip 98356,,,,
Hip 100633,,,,
58 Aquarii,58 Aquarii,,,A8III
Hip 114665,,,,F2
BD+38°5117,,,,
BD+38°155,,,,
Hip 5178,,,,
Hip 7082,,,,G8/K0IV
Hip 8842,,,,
Hip 11819,,,,
Hip 16272,,,,
Hip 16443,,,,
BD-02°777,,,,
BD+46°839,,,,
Hip 28985,,,,A5
Hip 32296,,,,A5V
BD-17°1650,,,,
Hip 52001,,,,
Hip 56621,,,,F0V
Hip 59420,,,,
Hip 63520,,,,
Hip 71103,,,,
35 Omicron Boötis,35 Omicron Boötis,Wo 9493,,K0III
Hip 76006,,,,F6III
Hip 78609,,,,
Hip 79684,,,,
Hip 80910,,,,K1III
Hip 80953,,,,A4Vn
Hip 95619,,,,B8/B9V
Hip 108371,,,,
Hip 1114,,,,F6V
Hip 1613,,,,
BD+29°88,,,,
BD-18°147,,,,
Hip 5740,,,,
Hip 10543,,,,
BD+02°383,,,,
BD-09°709,,,,
Hip 21081,,,,
Hip 26966,,,,A0V
BD+64°593,,,,
10 Leonis,10 Leonis,,,K1IIIvar
Hip 47247,,,,G0III
BD+52°1778,,,,
BD+06°3030,,,,
BD-14°4417,,,,
Hip 87899,,,,F8
BD+32°3104,,,,F5
Theta Pavonis,Theta Pavonis,,,A9V
Hip 92458,,,,
Hip 106527,,,,F7V
BD+01°4658,,,,
Hip 117499,,,,
Hip 117668,,,,
BD+29°421,,,,
26 Arietis,26 Arietis,,,A9V
Hip 14056,,,,F6V
BD+66°253,,,,
66 Arietis,66 Arietis,,,K0IV
Hip 17017,,,,F0
Hip 17846,,,,A9IV
54 Persei,54 Persei,,,G8III
Hip 21843,,,,G8III+...
BD+40°1723,,,,
Hip 39738,,,,K1III
Hip 39750,,,,
Hip 46536,,,,
BD+01°2446,,,,
BD+10°2291,,,,F5
Hip 57395,,,,
Hip 66681,,,,F3III-IV
BD+00°3228,,,,
BD-07°3918,,,,
Hip 79320,,,,F0IV
BD+01°3220,,,,
BD+26°2854,,,,
BD+50°2376,,,,
BD+56°2367,,,,
BD+44°3393,,,,
Hip 100526,,,,A2
Hip 102496,,,,F3/F5V
Hip 106363,,,,A7V
BD+26°4596,,,,G0IV
Hip 3913,,,,
Hip 8625,,,,F5V
Hip 26610,,,,
Hip 26829,,,,G5
Hip 28683,,,,F8
BD+39°1522,,,,
BD-03°1339,,,,
BD-13°1483,,,,
Hip 32353,,,,A0
Delta Pyxidis,Delta Pyxidis,,,A3IV
BD+35°1996,,,,
Hip 47869,,,,
Hip 48809,,,,
Hip 49442,,,,F8V
Hip 56995,,,,
93 Leonis,93 Leonis,,,A comp SB
NN 3687,,NN 3687,,G5/G6V
BD+39°2723,,,,
48 Chi Boötis,48 Chi Boötis,,,A2V
BD+56°2034,,,,
Hip 89846,,,,F5
BD+26°3379,,,,
Hip 95286,,,,
Hip 104001,,,,
Hip 108484,,,,G8IV
Sigma 1 Gruis,Sigma 1 Gruis,,,A3Vn
BD-13°6303,,,,
BD+59°56,,,,
Sigma Sulptoris,Sigma Sulptoris,,,A1/A2IV
Hip 5186,,,,A5Vn
Hip 14257,,,,
Hip 22529,,,,F2
61 Omega Eridani,61 Omega Eridani,,,A9IV
2 Epsilon Leporis,2 Epsilon Leporis,,,K4III
Hip 30167,,,,A5
BD+34°1327,,,,
Hip 35052,,,,
BD+64°633,,,,
Hip 37878,,,,
Hip 39196,,,,
Hip 40344,,,,K1III
Hip 42579,,,,A3V
12 Hydrae,12 Hydrae,,,G8III
Hip 48763,,,,A4V
Hip 57670,,,,F5IV
BD+15°2418,,,,
Hip 59801,,,,F5/F6V
BD+25°2513,,,,
Hip 63569,,,,F3V
BD+62°1352,,,,
BD-17°4259,,,,
Hip 76106,,,,A2IV
Hip 81193,,,,
Hip 81425,,,,F5III-IV
Hip 89264,,,,F0V
Hip 91280,,,,F5IV/V
Hip 92001,,,,
BD-03°4864,,,,
BD+28°3810,,,,
BD+26°4379,,,,F5V
Hip 113400,,,,
GJ 2157,,GJ 2157,,K0V
Hip 10779,,,,
Hip 11973,,,,
Hip 20792,,,,
Hip 29217,,,,F5V
Hip 32475,,,,F0IV
Hip 38089,,,,K0III
BD+28°1529,,,,
Hip 47260,,,,F2V+...
BD+12°2076,,,,
BD+28°1855,,,,
Hip 52097,,,,F2
Hip 67639,,,,G5V
Phi Serpentis,Phi Serpentis,,,K1IV
Hip 86226,,,,
Hip 86928,,,,
Hip 88272,,,,F2IV-V
Hip 90094,,,,
BD+41°3050,,,,
Hip 91301,,,,F0IV/V
Hip 91742,,,,
Hip 91880,,,,F7V
Hip 95441,,,,
4 Zeta Delta,4 Zeta Delta,,,A3V
Hip 102029,,,,F5
BD-12°5958,,,,
Hip 106100,,,,
Hip 109961,,,,F8
BD+08°5011,,,,
BD+64°1818,,,,
Hip 116849,,,,F5
Hip 6905,,,,
Hip 21644,,,,A0V
BD+00°1610,,,,G0
